Title ,  Content
Centre lists Goldy Brar as terrorist under UAPA,"The Centre on Monday listed Canada-based Babbar Khalsa International (BKI) operative and gangster Satwinder Singh alias Goldy Brar, accused in cases relating to extortion and targeted killings in Punjab and smuggling of high-grade arms, ammunition and explosive materials via drones from across India’s western border for such killings, as a ‘terrorist’ in the Fourth Schedule to the Unlawful Activities (Prevention) Act, 1967 (UAPA). Goldy is closely associated with gangster Lawrence Bishnoi and also has links with BKI operative Lakhbir Singh alias Landa."
"Following, abusing a woman not offence of outraging modesty: High Court","Following, abusing and pushing a woman might be ""annoying"" acts, but did not constitute the offence of outraging the modesty under IPC Section 354, the Nagpur bench of Bombay HC ruled, and granted relief to a man convicted by the judicial magistrate first class court at Wardha. Justice Anil Pansare acquitted the appellant, a 36-year-old labourer, saying the prosecution failed to prove its case beyond reasonable doubt. A college student had filed a police complaint against the man alleging that he had followed her a couple of times and abused her."
Truckers protest 10-year jail for hit-and-run cases,"Truck and bus drivers are protesting against the provision of up to 10 years jail for hit-and-run cases. The protests are happening across some states. Truckers and transporters organizations are appealing to the Centre to address the issue before it escalates. The largest truckers' body, AIMTC, has written to the prime minister and the home minister expressing their concerns. The provision in the new law has become a cause of concern for truck drivers. Trucks have been stranded in Gujarat, Maharashtra, Madhya Pradesh, Uttar Pradesh, Odisha and Rajasthan."
RJD's 'temple means mental slavery' poster triggers row,"A controversial poster criticizing temples, equating them with superstition, idiocy, and ignorance, surfaced outside the residence of RJD chief Lalu Prasad's wife Rabri Devi. The poster features the photograph of RJD MLA Fateh Bahadur Singh and prominent party leaders. It drew criticism from the BJP and JD(U) in Bihar ahead of the inauguration of the Ram temple in Ayodhya. The BJP called RJD ""anti-Sanatan"" and emphasized that the Ram temple symbolizes the faith of the nation. RJD MP Manoj Jha criticized BJP for using the temple card for political gain."
Trust members selected Ram Lalla idol on December 29,"The idol of Ram Lalla for the Ayodhya Ram temple was selected on December 29 through a voting process. The chosen idol will be revealed to the public on January 17 during the 'nagar yatra'. No photographs or videos of the idol will be released until then. The idol will be 'blindfolded' during the 'nagar yatra'. The consecration ceremony will begin on January 22 at 12.20pm, and everyone is encouraged to perform aarti, distribute prasad, and light lamps after sunset."
Uttarakhand bans agri land purchase by 'outsiders',"The purchase of agricultural and horticulture land by people of other states has been banned in Uttarakhand until a five-member committee submits its final report on new land laws. The committee, headed by additional chief secretary Radha Raturi, was instructed by Chief Minister Pushkar Singh Dhami to review the draft submitted by a committee led by former chief secretary Subhash Kumar in 2022. The committee will interact with people in different parts of the state and take suggestions from experts before presenting its final draft."
"After US, India second country to send dedicated satellite to study black holes","Isro ushered in the New Year with the successful launch of XPoSat (X-ray Polarimeter Satellite), India's first satellite to conduct research on black holes and other celestial objects. Workhorse PSLV placed the satellite on its 60th flight in a 650km orbit. The final stage of PSLV-C58 then turned into an orbital experimental module (POEM) to test the 10 payloads over the next month. Around 22 minutes after the lift-off from Satish Dhawan Space Centre in Sriharikota, the rocket injected XPoSat."
PSLV also carries students' satellite to space,"For the students and staff of K J Somaiya Institute of Technology in Mumbai, the New Year's day will mark the beginning of their journey towards the stars. The reason: when the four-stage PSLV lifted off at Sriharikota at 9.10 am, the rocket's fourth stage called POEM (PSLV Orbital Experimental Module) had a satellite designed and developed by students and faculty of the institute. Named 'Somaiya BeliefSat-0', it is the second satellite to fly from Mumbai, the first one being Pratham of IIT-B which was launched on September 16, 2016."
Gunmen posing as cops kill 4 in Manipur; 6 hurt,"Assailants posing as cops opened fire at a marketplace in Manipur's Thoubal district, resulting in four civilian deaths and injuries to six others. A village defense volunteer also died from a gunfight. The attack was linked to an extortion attempt. The state has declared a curfew in three districts. CM N Biren Singh appealed for peace and assured that the attackers will be caught. The attack at Lilong Chingjao came hours after Biren Singh, in a New Year message, expressed concern over the recent spike in violence."
3 conditions now must to get community service for theft,"A theft convict, to get the benefit of community service as punishment, will have to fulfil three conditions - being convicted for the first time, the value of the stolen property being less than Rs 5,000, and having either restored the stolen property or returned the value of the stolen property. The Bharatiya Nyaya Sanhita 2023 (BNS), notified last month but which is yet to come into force, also provides for community service as punishment for non-appearance in response to a proclamation under Section 84 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS)."
High Court 'not inclined' to give Teesta relief in grave digging case,"Gujarat high court on Monday indicated that looking at the record of social activist Teesta Setalvad, it was not inclined to grant her any relief in the Pandarwada mass grave digging case. Setalvad had filed a petition in court in 2017 after her name was included in an FIR in 2011 in connection with digging graves and exhuming 28 bodies from a mass burial site near Pandarwada in Panchmahal district in December 2005. The bodies were of those killed during the post-Godhra violence."
"2023 was 2nd warmest on record in the country since 1901, says IMD","The year 2023 was the second warmest on record in India, with a temperature anomaly of 0.65°C above the long-term average. Thunderstorms and lightning caused over 50% of the 2,376 human casualties due to extreme weather events. Globally, 2023 was the warmest year on record, with a temperature anomaly of 1.40°C above the pre-industrial level. The India Meteorological Department attributed the high temperatures to El Nino conditions. Madhya Pradesh reported the highest number of casualties, followed by Uttar Pradesh."
Sky beckons: DGCA issues maximum pilot licences in 2023,"India issued the highest ever number of commercial pilot licences (CPL) — 1,622 — last year, almost 40% more than 1,165 in 2022. Last year, 292 women got CPLs (18% of total issued) — 22% more than 2022, said an official of Directorate General of Civil Aviation (DGCA). While the number of CPLs issued by DGCA in the last decade has almost doubled — from 783 in 2013-14 to 1,622 last year, share of those going to women has nearly tripled — from 116 to 293 — in the same period."
Wrong to say collegium lacks transparency: CJI DY Chandrachud,"Days after his retired colleague Justice SK Kaul said one has to accept that there is a problem with the collegium method of appointment of judges, Chief Justice of India D Y Chandrachud defended the system and said steps have been taken to ensure greater transparency. “To say that the collegium system is lacking in transparency would not be correct. We have taken steps to ensure that greater transparency is maintained. A sense of objectivity in the decision-making process is maintained,” the CJI said in an interview Monday."
Kerala governor Khan alleges CM's involvement in SFI protest against him,"Kerala Governor Arif Mohammed Khan accuses Students' Federation of India (SFI) of expressing cultural practices and claims they have killed people in Kannur district. He accuses SFI of being supported by Chief Minister Pinarayi Vijayan and practicing Fascism. Khan clarifies that he is not responsible for the law and order situation in the state and expresses confusion about the reasons behind SFI's actions. The protests against him, including burning his effigy, are believed to be orchestrated with the involvement of the chief minister."
"British Indians experiencing prejudice in UK due to UK media focus on 'cows, curry and caste’","A survey of the British Indian and Hindu community has found that many are experiencing prejudice owing to their misrepresentation in the UK media deriving from a ""colonial"" focus on “cows, curry and caste”. Fifty-nine per cent of survey participants said they had personally witnessed or experienced prejudice as a result of the British media reporting on Hindus and Hinduism and 79% said media reports on Hinduism had resulted in negative perceptions of British Indians. The nation wide survey was carried out among 2,061 respondents, by Insight UK, an organisation that represents British Hindu and Indian communities."
UK to bin passports and roll out advanced facial technology at airports,"UK's Border Force plans to introduce advanced facial technology at UK airports to enable 'frictionless travel' without the need for passports. The facial recognition technology will determine if passengers can enter the country, aiming to create an 'intelligent border'. Legacy passport desks will be replaced by next-generation e-gates, which use advanced facial recognition for enhanced security and faster processing. Trials of the new technology will begin in 2024, coinciding with the roll-out of electronic travel authorisation (ETA) to replace visas for certain purposes."
Satellite designed by K J Somaiya institute lifts off with PSLV,"On New Year's day, students and staff of K J Somaiya Institute of Technology witnessed the launch of a four-stage Polar Satellite Launch Vehicle (PSLV) from Sriharikota. The rocket's fourth stage, called POEM, carried the satellite 'Somaiya BeliefSat-0', designed and developed by the students and faculty of the institute. This satellite, weighing 440 grams, aims to provide global communication for ham operators and fill the gap left by India's decommissioned hamsat in 2014. The project, started in 2018, promotes student curiosity and engagement in radio frequency communication and space technology."
"'We have lost our Masjid, now there...': AIMIM chief Asaduddin Owaisi","As the inauguration of the Ram Temple in Ayodhya is nearing, AIMIM president Asaduddin Owaisi has appealed to the youth of the Muslim community to be watchful of the activities done by the BJP-led Centre. Owaisi emphasized the importance of mosques remaining inhabited and expressed concern about the loss of the Babri Masjid. He urged young Muslims to stay united and maintain their support and strength. The consecration ceremony for the Ram Temple will be held over seven days, starting on January 16, with the final day being January 22."
Hard landing in Dubai: AI derosters pilot & orders probe; A320 grounded there for a week,An Air India flight made a very heavy landing in Dubai on December 20. Luckily for everyone onboard the relatively young 5.5-year-old Airbus A320neo (VT CIQ) did not suffer structural damage when it made the heavy landing (3.5 G) and came to a stop safely. The pilot has been removed from flying duties pending investigation. The plane remained grounded in Dubai for extensive checks for a week before being allowed to fly back to Air India's engineering base in Mumbai.
"Picnic spots in Odisha to display photos of accidents, testimonials of victims: SOP",The state government has released a standard operating procedure (SOP) to curb casualties at picnic and tourist spots. The SOP includes displaying photos of accidents and testimonials of victims to discourage reckless and drunk driving. The government aims to reduce road accident casualties during the peak tourist season between November and February. Vehicle owners must obtain a special permit from the regional transport offices (RTOs) to transport passengers to picnic spots. The transport department will collaborate with the pollution control board to distribute road safety messages and testimonials at the picnic spots.
Maharashtra detects 29 JN.1 variant cases,"29 people detected with the new JN.1 variant of coronavirus in Maharashtra. Pune district has registered the highest cases (15), followed by Thane (5), Beed (3), Chhatrapati Sambhajinagar (2), and one case each in Kolhapur, Akola, Sindhudurg, and Nashik. Mumbai has not reported any cases. The state registered 70 fresh cases, with a daily positivity rate of 2.09%. Thane has the highest active cases (212), followed by Mumbai (130) and Pune (124). Older individuals and those with comorbidities should adhere to precautions."
"Senior national wrestling camps to commence on February 9, says IOA's ad-hoc panel","The ad-hoc panel, led by Bhupender Singh Bajwa, chief of the Wushu Association of India, and including former hockey player MM Somaya and ex-shuttler Manjusha Kanwar, is currently making critical decisions in the absence of the newly-elected Wrestling Federation of India (WFI), which was suspended by the Sports Ministry within three days of the polls. The upcoming national camp will identify medallists from 30 weight divisions spanning senior free-style, Greco-Roman, and women's categories. The selection process will draw from the performance of athletes at the senior Nationals taking place in Jaipur."
"'Virat Kohli, Sachin Tendulkar and...': Nathan Lyon names best players he has played against","Nathan Lyon, the 36-year-old Australian, is widely regarded as one of the premier off-spinners in the current cricket landscape, consistently troubling the world's top batters with his elusive spin. Recently, the seasoned veteran achieved a significant milestone by becoming the eighth bowler to reach 500 wickets in Test cricket. After outclassing some of the top batters, Lyon selected the best batsmen he has faced in his illustrious decade-long Test career. He also disclosed the strategies and tactics he employs to dismiss these players."
"Six-month-old infant killed, mother injured in crossfire between security forces and Maoists in Bastar","A six-month-old infant girl lost her life and her mother sustained injuries during a crossfire between security forces and Maoists in the Mutvandi forest village in Gangaloor region of Bijapur district. The intense gun battle unfolded 45 kilometers away from the Bijapur district headquarters. The Naxal cadres of Bhairamgarh area committee, including Chandranna and Mangli, opened fire on the security forces. The injured woman was promptly taken to the district hospital from Kaved village. The operation is still ongoing."
Andhra Pradesh to launch Jagananna Arogya Suraksha second phase on Tuesday,"The state government is launching the second phase of the Jagananna Aarogya Suraksha (JAS) program to provide better health services to the poor. The program aims to leave no one behind and no village behind by offering quality health services free of cost. The first phase of JAS benefited over 60 lakhs people, and the second phase will extend services to more people in the state. It will specifically target chronic patients, pregnant and lactating mothers, neo-natal and infant care, adolescent health, and persons with chronic diseases."
5 injured in Thane road accident,"A collision between an SUV and a stationary truck on the Eastern Express highway in Thane resulted in serious injuries to five people. The SUV, carrying maintenance equipment for railway cables, lost control and collided with the parked truck loaded with bricks. The injured individuals were taken to Thane Civil Hospital, and two in critical condition were later transferred to a Mumbai hospital. After a rescue operation, all five people were freed from the mangled SUV. The Naupada police will record their statements and initiate a case."
"David Bedingham story: Walking back from a car accident, banking on Virat Kohli's technique","In 2016, David Bedingham displayed immense promise while already making his mark in First-Class cricket. However, his burgeoning journey faced a severe setback with a harrowing car accident that sidelined the South African for a year. Undeterred, Bedingham showcased tremendous resilience, making a determined comeback to establish himself as a stalwart for Western Province. Additionally, he gained valuable experience playing for Durham in English county cricket, amassing over 6000 runs in 89 games. This remarkable journey culminated in an impressive Test debut against India at Centurion last week."
"POCO X6 Series Launch Date In India Revealed: All You Need To Know - Price, Specifications","The  POCO X6 series is likely to be priced between Rs 16,000- Rs 20,000 in India."
"Ira Khan, Nupur Shikhare Wedding: Reena Dutta, Kiran Rao Arrive For Haldi Ceremony, Aamir's Residence All Decked Up","Ira Khan, Nupur Shikhare wedding: At the haldi ceremony of Ira Khan and Nupur Shikhare, Reena Dutta and Kiran Rao made a dazzling appearance in traditional outfits."
Jeremy Renner Recalls HORRIFIC Snowplow Accident A Year After It Left Him Dying,Jeremy Renner recently opened up on the harrowing accident that had almost left him for dead last year. The actor spoke about the incident and also opened up on returning to film and television following recuperation. Jeremy will soon be starting filming for the series for the third season of The Mayor Of Kingstown.
"'Thok Dijiye Sir...': Why No Bulldozer Action In IIT-BHU Gangrape Case, Asks Mahua Moitra",Three persons have been arrested in the IIT-BHU campus alleged sexual assault case. TMC's Mahua Moitra came down heavily on the BJP as she questioned why it took so long for the Yogi government to apprehend the culprits.
Pakistan Make Surprising Change In AUS vs PAK Playing XI For Sydney Test,Pakistan Cricket Team named their playing XI for the Australia vs Pakistan Sydney Test.
How to Check if Someone Has Blocked You on Instagram,"To check if someone blocked you on Instagram, first, search their profile. For public profiles or those labeled ""Private Account,"" no block exists. If their posts are invisible or the profile is entirely missing, it might signal a block. Other methods involve checking your own profile, using a browser, reviewing messages, trying to follow again, or using another account. Reflect on possible reasons for being blocked and practice online etiquette for future interactions."
Filled A Cybercrime Complaint? Here's How To Check Its Status Online,"In response to the surge in cybercrime, the Indian Government introduces a dedicated cybercrime portal, enabling victims to report incidents conveniently online. The portal covers a wide range of offenses, from child exploitation to financial fraud. A user-friendly interface allows easy complaint tracking. Here is a step-by-step guide and helpline number ensure accessible assistance in combating cyber threats."
"Pakistan Awaits USD 700 Million IMF Tranche, D-Day On This Date - Details","Pakistan is set to receive USD 700 million in the next tranche of its IMF bailout, as the global lender's Executive Board convenes on January 11, reports surfaced on Tuesday. According to the PTI report, the Washington-based International Monetary Fund's board is set to deliberate on the disbursement of this tranche under the existing USD 3 billion Stand-By Arrangement (SBA) for Pakistan."
New Parents Rubina Dilaik-Abhinav Shukla Hold Twin Daughters Close As They Ring In New Year 2024,Rubina Dilaik and Abhinav Shukla welcomed twin girls on November 27. They celebrated New Year 2024 as a family of four.
Forget WhatsApp! Share Live Location on Google Maps; Here's How,Google has introduced seamless real-time location sharing within Maps for Android users. Now you can share live locations with any contact without needing third-party apps. Here's a quick step-by-step guide to share live location on Google Maps.
"GRAP-3 Restrictions Lifted, You Can Now Drive BS3 Petrol And BS4 Diesel Cars In Delhi NCR","The Commission for Air Quality Management in the National Capital Region and Adjoining Areas (CAQM) had a meeting to take a call on the implementation of GRAP rules and considering the AQI levels the statutory body decided to revoke Stage-3 GRAP restriction in Delhi NCR, however the restrictions under Stage-1 & 2 are still in effect."
"Tarot Card Reading for Today; January 2: Expenses Will Increase For Virgo, Health Will Be Good For Sagittarius","Tarot Reading for Today - January 2, 2024. Here is what the cards predict for the day, how your finances will be and what you need to know about love, relationships, education and more. Daily Prediction brings happiness, possibilities and good news for many. Read on to know the Tarot predictions for all zodiac signs."
"Nargis Fakhri Kicks Off 2024 With Rumoured Beau Tony Beig, Ex-BF Uday Chopra In Dubai","Nargis Fakhri welcomed 2024 in Dubai with rumoured beau Tony Beig, joined by ex-boyfriend Uday Chopra, Sussanne Khan, and Arslan Goni. Instagram glimpses shared by Tony and Arslan captured the New Year celebration."
150 to 100 Meters: Delhi Reduces Distance Gap for Meat Shops near Religious Sites,"MCD has decided to reduce the minimum distance between religious sites and Meat shops from 150m to 100m. The revised proposal also includes a reduction in the fee charged for the renewal of a meat shop license fees. Additionally, the fines are also been lowered with shop size requirement"
George RR Martin Shares BIG Update About Game Of Thrones Spinoff Nine Voyages,"Renowned author George RR Martin rang in the New Year by sharing updates on the Game of Thrones universe. A major announcement revealed a shift from live action to animation for the anticipated spinoff, Nine Voyages. Motivated by budget constraints, the move seeks to vividly depict Corlys Velaryon's legendary sea journeys in a visually captivating style."
PM Modi attends 38th Convocation Ceremony of Bharathidasan University in Tamil Nadu,"At the 38th Convocation Ceremony of Bharathidasan University, Tiruchirappalli, Prime Minister Narendra Modi gave awards to the meritorious students of the university."
"Roman Reigns Reacts To  The Rock Teasing A Match Against Him, Shares Post On X - See Post",Roman Reigns has reacted to The Rock teasing a match against him. The Rock teased a future match against The Head of the Table. Roman is the present Undisputed Universal Champion and hasn't lost a one-on-one match since 2019. The Rock and Roman have never squared off in a one-on-one match.
India's First Submarine Tourism Initiative To Set Sail In Gujarat’s Dwarka,You might soon be able to take a submarine trip to explore the deep waters of Bet Dwarka in the state
Delhi Faces Severe Traffic Jams On The First Day Of The Year | VISUALS,"Traffic was heavy in other parts of the national capital as well, forcing people to take to X to complain about the situation. According to commuters, heavy traffic was witnessed in Chhattarpur, Barakhamba crossing towards Mandi House, Rajendra Prasad Marg roundabout, Sarai Kale Khan flyover, Mathura Road, and Singhu Border to Mukarba Chowk, among others."
Break for Babar Azam To Regain Batting Form? Former Pakistan Legend Suggests,"While the decision to take a break ultimately rests with Babar Azam and the Pakistan Cricket Board (PCB), the possibility shouldn't be written off entirely. Recognizing the importance of mental health in this era in such a demanding sport is crucial, and Babar's well-being deserves as much attention as his batting statistics."
"Father Jumps To Death From Metro Station After Killing Wife, Child Weeps By Mom's Corpse","​​The man -- Gaurav Sharma -- was on the run after allegedly killing his wife, Lakshmi Rawat, on December 31 in their house in Gurugram, the police said."
Meet Arun Yogiraj: From Adi Shankaracharya In Kedarnath To Ram Lalla In Ayodhya — A Remarkable Artistic Odyssey,"Although he pursued a degree in MBA for a brief period and worked in the corporate sector, Arun's passion for the world of sculpture led him back into the art form in 2008."
"WATCH | Road Signs, Display Boards At Metro Station Swing As Multiple Quake Hits Japan","Footage shared on social media showed road signs and display boards at railway stations shaking after one of the earthquakes, which had a magnitude of 7.6."
Andhra CM Jagan Reddy's Sister YS Sharmila To Join Congress,"Andhra Pradesh CM Jagan Reddy's sister and founder president of YSR Telangana Party, YS Sharmila will be joining Congress this week."
Ayodhya More Popular Than Hills And Beaches: OYO Founder Hails City's Massive Transformation,"On December 31, Ayodhya witnessed an unprecedented surge, with 80% more users actively seeking stays in the city, making it one of the most significant spikes recorded on the OYO platform, as shared by Ritesh Agarwal on X."
"After 'Toilet' Remark, DMK MP Compares BJP's IT Wing With 'Jobless Barbers', Stirs Major Controversy","After the 'toilet remark', the DMK MP Dayanidhi Maran on Saturday again stirred major controversy calling members of the BJP's IT wing 'jobless barbers'."
"Spotlight On 'Donkey Flights' As Illegal Migration Rises In Punjab, Haryana: Report","The recent case of the alleged ‘donkey flight’ used an aircraft, an Airbus A340, to ferry 303 Indian passengers that was finally grounded in France, where it had stopped for refuelling. The French authorities ensured the safety and comfort of the passengers before launching the interrogation and probe into the case of these potential victims of human trafficking."
"'Siddaramaiah Our Lord Ram, Why Go To...': Cong Leader On No Jan 22 Invitation To Karnataka CM","Congress leader Holalkere Anjaneya stoked fresh controversy comparing Chief Minister Siddaramaiah to Lord Ram, asking why should one go to Ayodhya's Ram Mandir and worship ""BJP's Ram""."
Sculpting Divinity: Mysuru Artisan's Exquisite 'Ram Lalla' Idol Chosen For Ayodhya Temple,Crafting an idol of Ram Lalla in a child-like form while preserving its divine essence posed a significant artistic challenge for Arun Yogiraj. The sculptor's mission was to convey the divinity of the incarnation of God through the depiction of a child.
Retired Army Officer Charred To Death In UP's Meerut,"SP (city) Ayush Vikram Singh said, ""Vijay Kumar was sleeping when his bed abruptly caught fire."" Police informed that Kumar was residing alone in the rented accommodation and it was completely burnt."
Why January 22 Was Chosen As Date For Ram Mandir Consecration Or Pran Pratishtha,The invitations for the elaborate and much-awaited Ram Mandir consecration ceremony are out. The ceremonies begin from 15th January 2023 but the ultimate ceremony of Pran Pratishtha is to be held on 22nd January. Have you wondered why this date was chosen? Here's the answer.
Cold Wave Alert! THESE States To Witness Drop In Temperature Next Week | Weather Forecast,"The India Meteorological Department (IMD) said on Monday that the night and day temperatures are likely to fall between January 5 and 11, leading to cold wave conditions in some states of north India."
"2.5-Year-Old Girl, Who Fell Into Borewell In Gujarat, Rescued  - VIDEO",A 2.5-year-old girl who fell into a borewell in Gujarat's Dwarka district has been rescued successfully by Indian Army personnel and the NDRF team on Monday evening.
"DGCA Probes 'Severe Hard Landing' of Air India A320 Aircraft In Dubai, Airline Derosters pilot","Air India Airbus A320neo (VT-CIQ) during its Cochin to Dubai flight which made the heavy landing with a recorded force of 3.5 G, did not suffer any apparent structural damage."
'Practice What You Preach': Navjot Singh Sidhu Targets Arvind Kejriwal Over Delhi Liquor Policy Case,Navjot Singh Sidhu on Monday launched a scathing attack against Arvind Kejriwal. Sidhu's remarks came ahead of Kejriwal's appearance before the Enforcement Directorate on January 3 in connection with the alleged liquor excise policy scam.
"Manipur Tense Again: 4 Shot Dead In Thoubal, Curfew Reimposed In Five Valley Districts","The gunmen, who are yet to be identified, arrived in camouflage uniform in the Lilong Chingjao area and opened fire targeting locals. Curfew was reimposed in Thoubal, Imphal East and Imphal West, Kakching and Bishnupur districts."
'Year For Gaganyaan': ISRO's Ambitious Plan For 2024 Includes Launch Of 12 Missions,"In 2023, the space agency conducted a record seven missions. These included the historic landing of Chandrayaan-3 on the lunar south pole, and the launch of India’s first sun observatory, Aditya-L1."
Pakistani Woman Seema Haider To Welcome First Child With Indian Husband Sachin Meena: Reports,"The sensational case of Pakistani citizen Seema Haider, who crossed over to India with her children to be with her Indian lover Sachin Meena, has a yet another dramatic twist. Seema Haidar is pregnant and is going to be a mother again. She is mother to four other children from her previous marriage and her previous husband lives in Pakistan."
Indian Army To Deploy Six Apache Attack Helicopters At Jodhpur Military Station Near Pakistan Border,The Indian Army is going to bolster its combat capabilities near the Pakistan border in the western desert as it is going to deploy its six Apache attack helicopters at a military station in Jodhpur.
Who is Goldy Brar? Sidhu Moosewala Murder 'Mastermind' Declared A Terrorist By Centre,"Satwinder Singh alias Satinderjit Singh alias Goldy Brar has been associated with the terrorist group Babbar Khalsa and was involved in multiple murders, arms and ammunition smuggling and fomenting radical ideology, the Ministry of Home Affairs said in a statement."
Dawood Ibrahim's Childhood Home To Be Auctioned In Ratnagiri| Details,"Mumbai authorities will auction four Ratnagiri properties belonging to Dawood Ibrahim's mom, hold significance as they were once the childhood home of Dawood and his siblings.The combined reserve price is Rs 19.2 lakh, and auction will occur through e-auction, public auction, and sealed envelope tender. This comes after Safema already auctioned 11 of Dawood's properties."
"Raccoon Rescued From Shipping Container in Mumbai, Survived Without Food For 60 Days","The animal was severely dehydrated and had been starving since November 5 last year, when the container was shipped."
"Video: Protesting Truck Drivers Attack Cop With Sticks, Chase Him Away In Navi Mumbai",Truck drivers across the country have called for a three-day protest against the new hit-and-run law that has come as part of the Bharatiya Nyaya Sanhita.
"Mumbai Celebrates 2024 with Tight Security, Over 3,000 Challans Issued On New year Eve","Mumbai police deployed massive force and organised checks on New Year's Eve, ensuring city safety through vehicle inspections, drunk driving crackdowns, and security at sensitive locations."
Truck Drivers Halt Highways In 'Chakka Jam' Against New Hit-And-Run Law,"Several highways across the country saw massive jams on the first day of the New Year as truck drivers blocked roads in protest against the new hit-and-run law set to be introduced as part of the Bharatiya Nyaya Sanhita, the new criminal code that will replace the colonial-era IPC (Indian Penal Code)."
"Ghaziabad Road Rage: Man Thrashed, Crushed to Death By SUV on New Year's Eve Over Parking Issue","Attempting to escape, Anupam was chased by the assailants in their Fortuner for 500 meters before being pinned to the ground and subjected to further blows. The attackers then fled in their SUV, crushing Anupam to death under its wheels, Surendra Lal Srivastava, Anupam's father shared."
"Woman Gang-Raped Near Noida Shopping Mall, Blackmailed; Main Accused Still At Large","The matter was reported to the police on December 30 even though the incident occurred a few days ago. Three suspects have been arrested while two others, including the main accused who is a local strongman, are still at large, the police said."
"Delhi Breathes Easy: BS III, IV Vehicle Ban Lifted as GRAP III Restrictions Revoked","Improved air quality prompts Delhi-NCR to lift BS III petrol & BS IV diesel vehicle ban (GRAP-III restrictions). However, Stage-I & II pollution control measures still apply. Stage-III might return if weather changes or construction sites/industries don't follow regulations."
"Kolkata’s To-Do-List For 2024: Metro Expansion, Healthcare Boost, Greener Commute and More","Kolkata's infrastructure transformation in 2024 includes metro expansions, improved water supply, airport expansion, pedestrian mobility projects, healthcare facility expansions, introduction of electric buses, organized skyline efforts, and advanced weather radars for accurate predictions."
"Kolkata Covid-19 Cases Rise, Experts Predict Potential Surge During Festive Season","Kolkata saw a rise in Covid-19 cases with 10 new infections reported, bringing the active case count to 30. Experts predict a further rise due to upcoming festivals and gatherings. Hospitals in Kolkata have started testing symptomatic patients for Covid-19."
"Kolkata’s Iconic Vidyanagar Setu To Be Closed On THESE Dates, Check Timings","Kolkata's Iconic Vidyasagar Setu to be  close twice in January Jan 2 and  9 between 1:00 am and 3:00 am., Diversions will be implemented after midnight.  normal traffic, excluding trucks, is expected to resume by 3:30 am or even earlier. While trucks will be rerouted via Nivedita Setu, other vehicles will be directed to use Howrah Bridge."
Kolkata Airport Sees Over 4 Lakh International Passengers In Past 2 Months; Reaches 3-Year High,"As per an official, a heavy rush of passengers is expected in the next two days in view of New Year celebrations. The Netaji Subhash Chandra Bose International Airport in Kolkata has recorded a footfall of more than four lakh international passengers in the past two months."
"Kolkata Commuters Brace For Rough Ride This New Year: 4,000 Private Buses Set To Go Off City Roads",The number of registrations of new buses started coming down in the financial year 2015-16 followed by a steady decline since.
Bengaluru BBA Student Dies by Suicide After Parents Deny Permission For New Year Photoshoot,"As per information shared by a cop, Varshini had completed a photography course and asked her parents for permission to do a photoshoot at a mall on New Year’s Eve. After the parents refused her permission, she went to her room and allegedly took the extreme step."
"Bengaluru Police Registers 330 Drunk & Drive Cases, 14 Accidents On New Year's Eve","In the four divisions of the traffic police, more than 27,280 vehicles were inspected until December 30. During these inspections, a total of 717 riders or drivers were booked for being under the influence of alcohol and violating the legal blood alcohol concentration (BAC) limit of 30mg/100ml of blood while operating a vehicle."
"Bengaluru Welcomes 2024 With A Bang; New Year Celebration on MG Road, Airport Attract Thousands | WATCH","Except International Airport Flyover, all flyovers in the city were closed from 11.00 pm on Sunday till 6 am on Monday to facilitate New Year celebrations on streets in Bengaluru."
"Malda Town-Bengaluru Amrit Bharat Express to Begin Service From Jan 7, Will Run Once A Week","​​​Adorned in flowers, the Malda Town-Bengaluru Amrit Bharat train was greeted by a ceremonial performer at Cuttack Station, Odisha on Sunday. The superfast train will begin normal operations from Malda town on January 7."
Namma Metro Eyes for Significant Expansion to Bengaluru Suburbs,"Bangalore Metro Rail Corporation Limited (BMRCL) has put forth a proposal featuring a new line and extensions to the existing Purple and Green lines, reaching Bidadi (Mysuru Road), Harohalli (Kanakapura Road), Attibele (Hosur Road), and Kunigal Cross (Tumakuru Road, near Nelamangala)."
Clash Breaks Out Between Hotel Staff And Customers In Hyderabad Hotel | VIDEO,A clash broke out between a hotel staff and customers in Telangana's capital Hyderabad.
"Hyderabad Hit by Soaring LPG Cylinder Prices, Ranks Second Among Indian Metros","Hyderabad grapples with soaring LPG cylinder prices for both commercial & domestic due to hefty local taxes, causing resident burdens and price stagnation compared to other metros."
"Family-24, T-6 Tickets To Not Be Available in TSRTC Bus Within Hyderabad Suburban Limits From Today","​​The Family-24 and T-6 tickets will be completely suspended from January 1, TSRTC Managing Director V. C. Sajjanar announced on Sunday . He said the decision was taken in the wake of increased passenger traffic due to the implementation of the Mahalakshmi scheme"
Hyderabad Biryani Dispute: Hotel Staff Attacks Family After Heated Argument About Food Quality,"Amid heated exchanges, the waiters armed with pipes and other articles attacked the customers including women leading to injuries. The purported video of the assault, which was captured on the CCTV camera, also went viral on social media. In the video, unidentified stick-bearing men, believed to be hotel staff, could be seen assaulting another group of people."
